PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG,source_player_id,collection_timestamp,PLAYER_ID,PLAYER_NAME,TimeFrame,PTS,AST,REB,ALL_STAR_APPEARANCES,SEASON_ID,PIE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630696,2025-08-10T09:38:03.195938,,,,,,,,12023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630696,2025-08-10T09:38:03.195938,,,,,,,,22023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630696,2025-08-10T09:38:03.195938,,,,,,,,12024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630696,2025-08-10T09:38:03.195938,,,,,,,,22024,
203903.0,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,6-3,194,11.0,00,Guard,Active,N,1610612752.0,Knicks,NYK,knicks,New York,jordan_clarkson,2014.0,2025.0,Y,Y,Y,2014,2,46,N,203903,2025-08-10T09:38:03.895176,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,203903.0,Jordan Clarkson,2024-25,16.2,3.7,3.2,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12014,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22014,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12015,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22015,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,42017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,42019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,42020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,42021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,12024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203903,2025-08-10T09:38:03.895694,,,,,,,,22024,
1630249.0,Vít,Krejčí,Vít Krejčí,"Krejčí, Vít",V. Krejčí,vít-krejčí,2000-06-19T00:00:00,Zaragoza,Czech Republic,Zaragoza/Czech Republic,6-8,195,4.0,27,Guard,Active,N,1610612737.0,Hawks,ATL,hawks,Atlanta,vit_krejci,2021.0,2025.0,Y,Y,Y,2020,2,37,N,1630249,2025-08-10T09:38:04.565318,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630249,2025-08-10T09:38:04.565318,1630249.0,Vít Krejčí,2024-25,7.2,2.6,2.7,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630249,2025-08-10T09:38:04.565318,,,,,,,,22021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630249,2025-08-10T09:38:04.565318,,,,,,,,12022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630249,2025-08-10T09:38:04.565318,,,,,,,,22022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630249,2025-08-10T09:38:04.565318,,,,,,,,12023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630249,2025-08-10T09:38:04.565318,,,,,,,,22023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630249,2025-08-10T09:38:04.565318,,,,,,,,12024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630249,2025-08-10T09:38:04.565318,,,,,,,,22024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630249,2025-08-10T09:38:04.565318,,,,,,,,52024,
1629637.0,Jaxson,Hayes,Jaxson Hayes,"Hayes, Jaxson",J. Hayes,jaxson-hayes,2000-05-23T00:00:00,Texas,USA,Texas/USA,7-0,220,6.0,11,Center-Forward,Active,N,1610612747.0,Lakers,LAL,lakers,Los Angeles,jaxson_hayes,2019.0,2025.0,Y,Y,Y,2019,1,8,N,1629637,2025-08-10T09:38:05.234992,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,1629637.0,Jaxson Hayes,2024-25,6.8,1.0,4.8,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,12019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,22019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,12020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,22020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,12021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,22021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,42021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,52021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,12022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,22022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,52022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,12023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,22023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,42023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,52023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,62023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,12024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,22024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629637,2025-08-10T09:38:05.234992,,,,,,,,42024,
1629066.0,Rodions,Kurucs,Rodions Kurucs,"Kurucs, Rodions",R. Kurucs,rodions-kurucs,1998-02-05T00:00:00,FC Barcelona,Latvia,FC Barcelona/Latvia,6-9,228,3.0,,Forward,Inactive,N,0.0,,,,,rodions_kurucs,2018.0,2020.0,Y,Y,Y,2018,2,40,N,1629066,2025-08-10T09:38:05.923989,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629066,2025-08-10T09:38:05.923989,1629066.0,Rodions Kurucs,career,6.0,0.9,3.1,0.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629066,2025-08-10T09:38:05.923989,,,,,,,,12018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629066,2025-08-10T09:38:05.923989,,,,,,,,22018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629066,2025-08-10T09:38:05.923989,,,,,,,,42018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629066,2025-08-10T09:38:05.923989,,,,,,,,12019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629066,2025-08-10T09:38:05.923989,,,,,,,,22019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629066,2025-08-10T09:38:05.923989,,,,,,,,42019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629066,2025-08-10T09:38:05.923989,,,,,,,,12020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629066,2025-08-10T09:38:05.923989,,,,,,,,22020,
1641659.0,Taylor,Mikesell,Taylor Mikesell,"Mikesell, Taylor",T. Mikesell,taylor-mikesell,1999-09-30T00:00:00,Ohio State,USA,Ohio State/USA,,,0.0,,,Inactive,Y,0.0,,,,,taylor_mikesell,,,Y,Y,Y,2023,2,13,N,1641659,2025-08-10T09:38:32.125621,,,,,,,,,
1642085.0,Tray,Maddox,Tray Maddox,"Maddox, Tray",T. Maddox,tray-maddox,2000-08-13T00:00:00,Western Michigan,USA,Western Michigan/USA,,,0.0,,,Inactive,Y,0.0,,,,,tray_maddox,,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1642085,2025-08-10T09:38:59.088880,,,,,,,,,
1642259.0,Alex,Sarr,Alex Sarr,"Sarr, Alex",A. Sarr,alex-sarr,2005-04-26T00:00:00,Washington Wizards,France,Perth/France,7-0,205,1.0,20,Center,Active,N,1610612764.0,Wizards,WAS,wizards,Washington,alexandre_sarr,2024.0,2025.0,N,Y,Y,2024,1,2,N,1642259,2025-08-10T09:38:59.760748,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642259,2025-08-10T09:38:59.760748,1642259.0,Alex Sarr,2024-25,13.0,2.4,6.5,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642259,2025-08-10T09:38:59.760748,,,,,,,,12024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642259,2025-08-10T09:38:59.760748,,,,,,,,22024,
1629566.0,Han,Xu,Han Xu,Han Xu,Han,han-xu,1999-10-31T00:00:00,                                   ,China,China/China,,,0.0,,,Inactive,Y,0.0,,,,,han_xu,,,Y,Y,Y,2019,2,14,N,1629566,2025-08-10T09:39:22.771249,,,,,,,,,
203999.0,Nikola,Jokić,Nikola Jokić,"Jokić, Nikola",N. Jokić,nikola-jokić,1995-02-19T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,6-11,284,10.0,15,Center,Active,N,1610612743.0,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015.0,2025.0,N,Y,Y,2014,2,41,N,203999,2025-08-10T09:39:23.452805,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,203999.0,Nikola Jokić,2024-25,29.6,10.2,12.7,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,12015,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,22015,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,12016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,22016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,12017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,22017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,12018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,22018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,32018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,42018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,12019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,22019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,32019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,42019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,12020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,22020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,32020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,42020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,12021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,22021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,32021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,42021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,12022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,22022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,32022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,42022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,12023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,22023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,32023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,42023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,12024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,22024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,32024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203999,2025-08-10T09:39:23.452805,,,,,,,,42024,
1629807.0,Ryan,Taylor,Ryan Taylor,"Taylor, Ryan",R. Taylor,ryan-taylor,1995-02-01T00:00:00,Northwestern,USA,Northwestern/USA,,,0.0,,,Inactive,Y,0.0,,,,,ryan_taylor,,,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1629807,2025-08-10T09:39:46.439266,,,,,,,,,
1629020.0,Jarred,Vanderbilt,Jarred Vanderbilt,"Vanderbilt, Jarred",J. Vanderbilt,jarred-vanderbilt,1999-04-03T00:00:00,Kentucky,USA,Kentucky/USA,6-8,214,7.0,2,Forward,Active,N,1610612747.0,Lakers,LAL,lakers,Los Angeles,jarred_vanderbilt,2018.0,2025.0,Y,Y,Y,2018,2,41,N,1629020,2025-08-10T09:39:47.125233,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,1629020.0,Jarred Vanderbilt,2024-25,4.1,1.1,5.1,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,22018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,42018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,12019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,22019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,12020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,22020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,12021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,22021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,42021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,52021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,12022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,22022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,42022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,52022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,12023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,22023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,62023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,22024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629020,2025-08-10T09:39:47.125233,,,,,,,,42024,
1627736.0,Malik,Beasley,Malik Beasley,"Beasley, Malik",M. Beasley,malik-beasley,1996-11-26T00:00:00,Florida State,USA,Florida State/USA,6-4,187,9.0,5,Guard,Active,N,1610612765.0,Pistons,DET,pistons,Detroit,malik_beasley,2016.0,2025.0,Y,Y,Y,2016,1,19,N,1627736,2025-08-10T09:39:47.785848,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,1627736.0,Malik Beasley,2024-25,16.3,1.7,2.6,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,12016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,22016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,12017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,22017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,12018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,22018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,42018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,12019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,22019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,12020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,22020,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,12021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,22021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,42021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,52021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,12022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,22022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,42022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,52022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,12023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,22023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,42023,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,12024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627736,2025-08-10T09:39:47.785848,,,,,,,,22024,
