GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,game_id,game_date,endpoint,dataframe_index,collection_timestamp,TEAM_NAME
0022401191,1610612741,CHI,Chicago,1628380.0,Zach Collins,Zach,,,15:02,0.231,0.222,0.212,0.25,0.071,0.5,0.4,0.333,0.214,0.235,0.2,0.0,0.0,0.0,1.0,0.25,0.333,0.271,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612741,CHI,Chicago,1642443.0,Jahmir Young,Jahmir,,,8:17,0.091,0.125,0.063,0.0,0.0,0.4,0.333,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.333,0.333,0.19,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612741,CHI,Chicago,1641801.0,Emanuel Miller,Emanuel,,,10:46,0.143,0.3,0.19,0.0,0.0,0.0,0.0,0.5,0.3,0.357,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.2,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612741,CHI,Chicago,1630604.0,E.J. Liddell,E.J.,,,3:24,0.111,0.0,0.167,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1629022.0,Lonnie Walker IV,Lonnie,F,,36:53,0.247,0.367,0.315,0.8,0.455,0.071,0.059,0.125,0.185,0.171,0.118,0.0,0.0,0.0,0.0,0.0,0.077,0.369,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1630542.0,Marcus Bagley,Marcus,F,,43:20,0.109,0.114,0.105,0.0,0.075,0.125,0.105,0.4,0.344,0.357,0.053,0.154,0.667,0.167,0.0,0.214,0.143,0.102,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1641737.0,Adem Bona,Adem,C,,32:42,0.159,0.231,0.148,0.0,0.0,0.364,0.462,0.333,0.28,0.29,0.0,0.077,0.2,0.4,0.333,0.3,0.417,0.232,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1629656.0,Quentin Grimes,Quentin,G,,35:12,0.213,0.107,0.209,0.0,0.3,0.167,0.133,0.0,0.241,0.194,0.286,0.308,0.0,0.0,0.0,0.222,0.083,0.107,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1630215.0,Jared Butler,Jared,G,,25:37,0.359,0.35,0.378,0.2,0.3,0.4,0.333,0.0,0.048,0.042,0.417,0.333,0.2,0.333,0.667,0.222,0.273,0.345,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1641741.0,Ricky Council IV,Ricky,,,21:51,0.138,0.077,0.133,0.167,0.167,0.25,0.25,0.2,0.15,0.16,0.0,0.167,0.0,0.5,1.0,0.0,0.375,0.125,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1641720.0,Jalen Hood-Schifino,Jalen,,,27:03,0.171,0.118,0.158,0.143,0.143,0.2,0.182,0.143,0.043,0.067,0.333,0.4,0.0,0.0,0.0,0.286,0.111,0.137,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1630600.0,Isaiah Mobley,Isaiah,,,17:22,0.17,0.182,0.194,0.143,0.167,0.111,0.2,0.25,0.231,0.235,0.714,0.0,0.5,1.0,0.0,0.429,0.167,0.158,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1642348.0,Justin Edwards,Justin,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1626162.0,Kelly Oubre Jr.,Kelly,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,1627824.0,Guerschon Yabusele,Guerschon,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,,0022401191,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:47.693908,
0022401191,1610612755,PHI,Philadelphia,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401191,2025-04-13,BoxScoreUsageV2,1,2025-08-10T12:41:47.693908,76ers
0022401191,1610612741,CHI,Chicago,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401191,2025-04-13,BoxScoreUsageV2,1,2025-08-10T12:41:47.693908,Bulls
0022401199,1610612747,LAL,Los Angeles,1642261.0,Dalton Knecht,Dalton,F,,37:22,0.278,0.409,0.328,0.625,0.5,0.4,0.286,0.167,0.261,0.229,0.0,0.118,0.0,0.2,0.5,0.056,0.267,0.435,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612747,LAL,Los Angeles,202693.0,Markieff Morris,Markieff,F,,32:48,0.162,0.227,0.189,0.2,0.176,0.0,0.0,0.0,0.211,0.143,0.4,0.167,0.143,0.167,0.0,0.267,0.0,0.193,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612747,LAL,Los Angeles,203458.0,Alex Len,Alex,C,,13:33,0.25,0.222,0.211,0.0,0.143,0.0,0.0,0.0,0.25,0.222,0.2,0.429,0.0,0.25,0.0,0.667,0.0,0.167,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612747,LAL,Los Angeles,1629003.0,Shake Milton,Shake,G,,43:02,0.214,0.179,0.205,0.143,0.167,0.556,0.5,0.091,0.038,0.054,0.167,0.176,0.125,0.1,0.333,0.118,0.4,0.222,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612747,LAL,Los Angeles,1642355.0,Bronny James,Bronny,G,,38:18,0.143,0.08,0.156,0.0,0.095,0.0,0.0,0.1,0.087,0.091,0.375,0.167,0.571,0.0,0.0,0.067,0.091,0.063,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612747,LAL,Los Angeles,1630692.0,Jordan Goodwin,Jordan,,,30:13,0.235,0.238,0.292,0.333,0.313,0.0,0.0,0.286,0.294,0.292,0.235,0.154,0.333,0.0,0.0,0.0,0.111,0.226,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612747,LAL,Los Angeles,1631132.0,Christian Koloko,Christian,,,19:29,0.109,0.143,0.121,0.0,0.083,0.0,0.5,0.75,0.357,0.444,0.0,0.0,0.25,0.833,0.0,0.5,0.25,0.114,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612747,LAL,Los Angeles,1641998.0,Trey Jemison III,Trey,,,25:15,0.125,0.071,0.043,0.0,0.0,0.2,0.25,0.364,0.267,0.308,0.1,0.417,0.0,0.167,0.25,0.364,0.286,0.079,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612747,LAL,Los Angeles,1629637.0,Jaxson Hayes,Jaxson,,DNP - Coach's Decision,,0.0,,,,,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612747,LAL,Los Angeles,1629020.0,Jarred Vanderbilt,Jarred,,DNP - Coach's Decision,,0.0,,,,,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612747,LAL,Los Angeles,1629216.0,Gabe Vincent,Gabe,,DNP - Coach's Decision,,0.0,,,,,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1631200.0,Kris Murray,Kris,F,,29:50,0.234,0.16,0.259,0.1,0.24,0.111,0.1,0.353,0.25,0.297,0.188,0.182,0.0,0.333,0.333,0.0,0.059,0.145,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1641739.0,Toumani Camara,Toumani,F,,21:37,0.127,0.238,0.14,0.571,0.333,0.0,0.0,0.111,0.235,0.171,0.308,0.143,0.0,0.0,0.0,0.3,0.0,0.255,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1642270.0,Donovan Clingan,Donovan,C,,24:40,0.174,0.25,0.179,0.0,0.0,0.0,0.25,0.421,0.222,0.324,0.2,0.143,0.25,0.5,0.286,0.25,0.429,0.19,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1629680.0,Matisse Thybulle,Matisse,G,,29:09,0.197,0.179,0.19,0.3,0.217,0.333,0.5,0.267,0.059,0.156,0.105,0.125,0.5,0.333,0.143,0.25,0.333,0.208,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1630625.0,Dalano Banton,Dalano,G,,36:17,0.281,0.235,0.278,0.333,0.343,0.5,0.25,0.043,0.167,0.106,0.333,0.3,0.2,0.0,0.182,0.133,0.2,0.267,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1641712.0,Rayan Rupert,Rayan,,,27:37,0.169,0.238,0.189,0.286,0.25,0.2,0.125,0.063,0.563,0.313,0.077,0.167,0.333,0.333,0.0,0.625,0.3,0.241,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1631321.0,Sidy Cissoko,Sidy,,,29:01,0.132,0.12,0.13,0.0,0.16,0.2,0.167,0.167,0.0,0.074,0.25,0.2,0.25,0.333,0.4,0.0,0.25,0.111,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1631303.0,Justin Minaya,Justin,,,18:29,0.171,0.143,0.156,0.167,0.167,0.0,0.0,0.429,0.0,0.214,0.2,0.333,0.25,0.0,0.0,0.2,0.0,0.135,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1631133.0,Jabari Walker,Jabari,,,23:20,0.192,0.222,0.225,0.0,0.0,0.5,0.4,0.0,0.182,0.105,0.083,0.0,0.0,0.0,0.5,0.0,0.143,0.217,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1630166.0,Deni Avdija,Deni,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,203924.0,Jerami Grant,Jerami,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1630703.0,Scoot Henderson,Scoot,,DND - Concussion Protocol,,0.0,,,,,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1641871.0,Duop Reath,Duop,,DNP - Coach's Decision,,0.0,,,,,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1631101.0,Shaedon Sharpe,Shaedon,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,1629014.0,Anfernee Simons,Anfernee,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,,0022401199,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:48.359633,
0022401199,1610612757,POR,Portland,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401199,2025-04-13,BoxScoreUsageV2,1,2025-08-10T12:41:48.359633,Trail Blazers
0022401199,1610612747,LAL,Los Angeles,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401199,2025-04-13,BoxScoreUsageV2,1,2025-08-10T12:41:48.359633,Lakers
0022401197,1610612761,TOR,Toronto,1642419.0,Jamison Battle,Jamison,F,,42:21,0.198,0.22,0.216,0.5,0.405,0.0,0.0,0.083,0.286,0.225,0.103,0.167,0.0,0.0,0.0,0.25,0.0,0.24,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,1630567.0,Scottie Barnes,Scottie,F,,36:34,0.319,0.429,0.311,0.25,0.08,0.273,0.286,0.3,0.308,0.306,0.364,0.364,0.0,0.0,0.0,0.0,0.222,0.393,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,1642367.0,Jonathan Mogbo,Jonathan,C,,34:55,0.193,0.118,0.197,0.0,0.172,0.091,0.154,0.4,0.455,0.438,0.417,0.182,0.5,0.0,0.0,0.2,0.125,0.101,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,1630534.0,Ochai Agbaji,Ochai,G,,37:31,0.172,0.167,0.192,0.222,0.267,0.0,0.0,0.091,0.04,0.056,0.043,0.1,0.667,1.0,1.0,0.25,0.1,0.163,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,1642347.0,Jamal Shead,Jamal,G,,36:13,0.18,0.111,0.162,0.154,0.152,0.143,0.2,0.222,0.087,0.125,0.321,0.3,0.0,0.0,0.5,0.188,0.444,0.12,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,1630658.0,Colin Castleton,Colin,,,29:16,0.104,0.179,0.123,0.0,0.0,0.0,0.1,0.2,0.059,0.091,0.0,0.0,0.0,0.0,0.0,0.429,0.222,0.141,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,1630639.0,A.J. Lawson,A.J.,,,21:18,0.22,0.167,0.179,0.143,0.222,0.7,0.583,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.083,0.333,0.264,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,202066.0,Garrett Temple,Garrett,,,1:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,1629628.0,RJ Barrett,RJ,,DND - Rest,,0.0,,,,,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,1628449.0,Chris Boucher,Chris,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,1630193.0,Immanuel Quickley,Immanuel,,DND - Rest,,0.0,,,,,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,1631197.0,Jared Rhoden,Jared,,DND - Injury/Illness,,0.0,,,,,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,1630577.0,Julian Champagnie,Julian,F,,34:45,0.108,0.161,0.145,0.444,0.286,0.0,0.0,0.167,0.167,0.167,0.067,0.0,0.0,0.5,0.0,0.111,0.0,0.154,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,203084.0,Harrison Barnes,Harrison,F,,34:12,0.171,0.133,0.159,0.2,0.259,0.421,0.364,0.125,0.148,0.143,0.063,0.0,0.375,0.0,0.0,0.0,0.308,0.202,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,202687.0,Bismack Biyombo,Bismack,C,,14:03,0.125,0.071,0.111,0.0,0.0,0.0,0.0,0.5,0.429,0.438,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.051,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,1642264.0,Stephon Castle,Stephon,G,,37:16,0.264,0.167,0.242,0.111,0.111,0.391,0.346,0.125,0.226,0.205,0.333,0.4,0.0,0.0,1.0,0.222,0.375,0.217,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,101108.0,Chris Paul,Chris,G,,33:51,0.208,0.167,0.213,0.182,0.25,0.176,0.2,0.2,0.214,0.212,0.4,0.167,0.5,0.0,0.0,0.222,0.2,0.17,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,1630572.0,Sandro Mamukelashvili,Sandro,,,18:58,0.196,0.353,0.258,0.0,0.167,0.0,0.0,0.0,0.25,0.211,0.5,0.143,0.25,0.0,0.0,0.167,0.091,0.255,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,1629640.0,Keldon Johnson,Keldon,,,27:12,0.286,0.4,0.333,0.25,0.286,0.1,0.208,0.75,0.25,0.321,0.0,0.286,0.0,1.0,0.0,0.0,0.263,0.311,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,1631103.0,Malaki Branham,Malaki,,,16:44,0.116,0.235,0.143,0.5,0.1,0.182,0.167,0.25,0.118,0.143,0.0,0.0,0.25,0.0,0.0,0.5,0.1,0.234,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,1631104.0,Blake Wesley,Blake,,,19:31,0.204,0.118,0.147,0.0,0.167,0.308,0.286,0.0,0.067,0.053,0.444,0.5,0.5,0.0,0.0,0.286,0.333,0.167,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,1629162.0,Jordan McLaughlin,Jordan,,,3:28,0.2,0.25,0.333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,1629646.0,Charles Bassey,Charles,,DNP - Coach's Decision,,0.0,,,,,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,1630561.0,David Duke Jr.,David,,DNP - Coach's Decision,,0.0,,,,,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612759,SAS,San Antonio,1631127.0,Harrison Ingram,Harrison,,DNP - Coach's Decision,,0.0,,,,,,,,,,,,,,,,,,0022401197,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.033296,
0022401197,1610612761,TOR,Toronto,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401197,2025-04-13,BoxScoreUsageV2,1,2025-08-10T12:41:49.033296,Raptors
0022401197,1610612759,SAS,San Antonio,,,,,,240:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0022401197,2025-04-13,BoxScoreUsageV2,1,2025-08-10T12:41:49.033296,Spurs
0022401200,1610612756,PHX,Phoenix,1628960.0,Grayson Allen,Grayson,F,,27:42,0.271,0.32,0.265,0.333,0.259,0.0,0.0,0.0,0.133,0.105,0.238,0.375,0.0,0.0,0.5,0.333,0.0,0.323,0022401200,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.696797,
0022401200,1610612756,PHX,Phoenix,1642346.0,Ryan Dunn,Ryan,F,,29:46,0.179,0.172,0.19,0.167,0.176,0.0,0.0,0.75,0.222,0.385,0.136,0.143,0.2,1.0,0.333,0.2,0.0,0.169,0022401200,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.696797,
0022401200,1610612756,PHX,Phoenix,203486.0,Mason Plumlee,Mason,C,,21:59,0.087,0.111,0.111,0.0,0.05,0.0,0.0,0.0,0.5,0.417,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0022401200,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.696797,
0022401200,1610612756,PHX,Phoenix,1631221.0,Collin Gillespie,Collin,G,,28:13,0.155,0.174,0.137,0.3,0.214,1.0,1.0,0.0,0.231,0.158,0.167,0.167,0.667,0.0,0.0,0.2,0.667,0.211,0022401200,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.696797,
0022401200,1610612756,PHX,Phoenix,1626145.0,Tyus Jones,Tyus,G,,25:55,0.246,0.28,0.271,0.273,0.241,0.0,0.0,0.0,0.133,0.095,0.19,0.125,0.25,0.0,0.0,0.0,0.5,0.274,0022401200,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.696797,
0022401200,1610612756,PHX,Phoenix,1642345.0,Oso Ighodaro,Oso,,,26:01,0.175,0.227,0.146,0.0,0.0,0.0,0.0,0.286,0.111,0.16,0.231,0.429,0.25,0.0,0.0,0.286,0.25,0.189,0022401200,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.696797,
0022401200,1610612756,PHX,Phoenix,1626220.0,Royce O'Neale,Royce,,,21:05,0.217,0.133,0.265,0.167,0.444,0.0,0.0,0.0,0.231,0.176,0.3,0.111,0.25,0.0,0.0,0.25,0.333,0.139,0022401200,2025-04-13,BoxScoreUsageV2,0,2025-08-10T12:41:49.696797,
